D853136 (4-苄基-2-吗啉基)甲胺 95%, ,110859-47-7,C<sub>12</sub>H<sub>18</sub>N<sub>2</sub>O , _x000D_(4-Benzyl-2-morpholinyl)methanamine,95% | 95%,903.00 | 2194.00,903.00 | 2194.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853136-250mg |  D853136-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>120-122°C/ 0.5mmHg(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
S816964 (4S4'S)-22'-(戊烷-33'-二基)双(4-苄基-45-二氢恶唑) 98.0%, ,160191-64-0,C<sub>25</sub>H<sub>30</sub>N<sub>2</sub>O<sub>2</sub> , (4S4'S)-22'-(Pentane-33'-diyl)bis(4-benzyl-45-dihydrooxazole),,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
R812116 (RR)-(+)-22'-异亚丙基双(4-叔丁基-2-恶唑啉) 97%, ,131833-97-1,C<sub>17</sub>H<sub>30</sub>N<sub>2</sub>O<sub>2</sub> , (RR)-(+)-22'-Isopropylidenebis(4-<i>tert</i>-butyl-2-oxazoline),,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
I812552 (RR)-22'-异亚丙基双(4-苯基-2-恶唑啉) 96%,(RR)-22'-异亚丙基双(4-苯基-2-恶唑啉) ,150529-93-4,C<sub>21</sub>H<sub>22</sub>N<sub>2</sub>O<sub>2</sub> , (+)-22'-Isopropylidenebis[(4R)-4-phenyl-2-oxazoline],96%,680.00,680.00,现货, I812552-250mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">折光率:</th>                    <td>160 ° (C=1 EtOH)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>56-58 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温密封</td>                </tr></table>
I812554 (SS)-(-)-22'-异亚丙基双(4-叔丁基-2-恶唑啉) 95%,(SS)-(-)-22'-异亚丙基双(4-叔丁基-2-恶唑啉) ,131833-93-7,C<sub>17</sub>H<sub>30</sub>N<sub>2</sub>O<sub>2</sub> , 22'-Isopropylidenebis[(4S)-4-<i>tert</i>-butyl-2-oxazoline],95% | 95%,569.00 | 1398.00,569.00 | 1398.00,现货 | 预计交期：8~10个工作日, I812554-100mg |  I812554-250mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">折光率:</th>                    <td>-118 ° (C=1 CHCl3)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>89-91 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
S808189 (<i>S</i>)-1-(二苯基膦基)-2-[(<i>S</i>)-4-异丙基恶唑啉-2-基]二茂铁 96%,(S)[(Sp)-2-(二苯基膦)二茂铁基]-4-异丙基噁唑啉 (Sp)-1-(二苯基膦)-2-[(4S)-4-异丙基-2-噁唑基]二茂铁 ,163169-29-7,C<sub>28</sub>H<sub>28</sub>FeNOP , (<i>S</i>)-1-(Diphenylphosphino)-2-[(<i>S</i>)-4-isopropyloxazolin-2-yl]ferrocene,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
D836863 13-二邻甲苯基胍 99%, ,97-39-2,C<sub>15</sub>H<sub>17</sub>N<sub>3</sub> , 13-Di-o-tolylguanidine,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>176-178°C (Lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温密封干燥</td>                </tr></table>
D836336 1-(3-二甲基氨丙基)-3-乙基碳二亚胺甲碘盐 98%, ,22572-40-3,C<sub>9</sub>H<sub>20</sub>IN<sub>3</sub> , 1-(3-Dimethylaminopropyl)-3-ethylcarbodiimide methiodide,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>97-99°C (Lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温密封干燥</td>                </tr></table>
M823718 22'-亚甲基双苯并噻唑 97%, ,1945-78-4,C<sub>15</sub>H<sub>10</sub>N<sub>2</sub>S<sub>2</sub> , 22'-Methylenebisbenzothiazole,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">折光率:</th>                    <td>1.77</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>92-96 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>452.3ºC at 760 mmHg</td>                </tr><tr style="BACKGROUND-COLOR: #fff" id="itmdet-baseCnt-formula"><th width="100">密度:</th>                    <td>1.394 g/cm3</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">闪点:</th>                    <td>216.5ºC</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
O823719 237812131718-八乙基卟啉 93%, ,2683-82-1,C<sub>36</sub>H<sub>46</sub>N<sub>4</sub> , 237812131718-Octaethylporphyrin,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>322 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>649.8ºC at 760 mmHg</td>                </tr><tr style="BACKGROUND-COLOR: #fff" id="itmdet-baseCnt-formula"><th width="100">密度:</th>                    <td>1.1 g/cm3</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">闪点:</th>                    <td>340.6ºC</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
D808190 24-二溴-6-[[[[(4S5S)-45-二氢-45-二苯基-1-甲苯磺酰基-1H-咪唑-2-基]甲基][(<i>S</i>)-1-苯乙基]氨基]甲基]苯酚 90.0%, ,1009582-56-2,C<sub>38</sub>H<sub>35</sub>Br<sub>2</sub>N<sub>3</sub>O<sub>3</sub>S , 24-Dibromo-6-[[[[(4S5S)-45-dihydro-45-diphenyl-1-tosyl-1H-imidazol-2-yl]methyl][(<i>S</i>)-1-phenylethyl]amino]methyl]phenol,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>-20 ℃</td>                </tr></table>
H811507 2-(2-羟苯基)苯并噻唑 98%,2-羟苯基苯噻唑 邻(2-苯并噻唑基)苯酚2-(邻羟基苯基)苯并噻唑 2-(邻羟基苯基)苯并-13-硫氮杂茚 ,3411-95-8,C<sub>13</sub>H<sub>9</sub>NOS , 2-(2-Hydroxyphenyl)benzothiazole,98% | 98%,302.00 | 1318.00,302.00 | 1318.00,现货 | 现货, H811507-5g |  H811507-25g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>128-132 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">颜色:</th>                    <td>白色到黄色到米黄色 粉末 或 晶体</td>                </tr></table>
H811508 2-(2-羟苯基)苯并恶唑 98%, ,835-64-3,C<sub>13</sub>H<sub>9</sub>NO<sub>2</sub> , 2-(2-Hydroxyphenyl)benzoxazole,98% | 98% | 98%,156.00 | 587.00 | 1458.00,156.00 | 587.00 | 1458.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日 | 预计交期：8~10个工作日, H811508-1g |  H811508-5g |  H811508-25g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>122-124 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>338 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
N823721 2-羟基苄基苯胺 98%, ,779-84-0,C<sub>13</sub>H<sub>11</sub>NO , N-Salicylideneaniline,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">折光率:</th>                    <td>1.57</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>49-53 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff" id="itmdet-baseCnt-formula"><th width="100">密度:</th>                    <td>1.056g/cm3</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
S823723 2-邻羟亚苄基氨基苯酚 95%, ,1761-56-4,C<sub>13</sub>H<sub>11</sub>NO<sub>2</sub> , 2-Salicylideneaminophenol,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">折光率:</th>                    <td>1.59</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>187 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>383.1ºC at 760mmHg</td>                </tr><tr style="BACKGROUND-COLOR: #fff" id="itmdet-baseCnt-formula"><th width="100">密度:</th>                    <td>1.398g/cm3</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">闪点:</th>                    <td>185.5ºC</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
P833737 33-戊亚甲基 戊二酰亚胺 98%, ,1130-32-1,C<sub>10</sub>H<sub>15</sub>NO<sub>2</sub> , 33-Pentamethylene glutarimide,98%,242.00,242.00,预计交期：8~10个工作日, P833737-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8℃Seal</td>                </tr></table>
T820223 5101520-四(35-二甲氧苯基)卟啉 95%,5101520-四(35-二甲氧苯基)-21H23H-卟吩 ,74684-34-7,C<sub>52</sub>H<sub>46</sub>N<sub>4</sub>O<sub>8</sub> , 5101520-Tetrakis(35-dimethoxyphenyl)porphyrin,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
T820224 5101520-四(35-二羟苯基)卟啉 90%,510520-四(35-二羟苯基)-21H23H-卟吩 ,145764-54-1,C<sub>44</sub>H<sub>30</sub>N<sub>4</sub>O<sub>8</sub> , 5101520-Tetrakis(35-dihydroxyphenyl)porphyrin,90%,1680.00,1680.00,预计交期：8~10个工作日, T820224-100mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
T819859 5101520-四(4-吡啶基)卟啉 97%,5101520-四(4-吡啶基)卟啉 ,16834-13-2,C<sub>40</sub>H<sub>26</sub>N<sub>8</sub> , 5101520-Tetra(4-pyridyl)-21<i>H</i>23<i>H</i>-porphine,97% | 97%,328.00 | 998.00,328.00 | 998.00,现货 | 现货, T819859-250mg |  T819859-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">颜色:</th>                    <td>紫色 粉末 或 晶体</td>                </tr></table>
S823732 (S)-4-叔丁基-2-(2-吡啶基)恶唑啉 98%, ,117408-98-7,C<sub>12</sub>H<sub>16</sub>N<sub>2</sub>O , (S)-4-tert-Butyl-2-(2-pyridyl)oxazoline,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>70-74 ℃</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
S818253 (SS)-26-双(4-异丙基-2-恶唑啉-2-基)吡啶 98%,(SS)-26-双(4-异丙基-2-恶唑啉-2-基)吡啶 ,118949-61-4,C<sub>17</sub>H<sub>23</sub>N<sub>3</sub>O<sub>2</sub> , (SS)-26-Bis(4-isopropyl-2-oxazolin-2-yl)pyridine,98% | 98%,408.00 | 1416.00,408.00 | 1416.00,预计交期：8~10个工作日 | 现货, S818253-250mg |  S818253-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>155-157 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8°C</td>                </tr></table>
D853615 1-(2-吡啶甲基)哌嗪 ≥95%, ,55579-01-6,C<sub>10</sub>H<sub>15</sub>N<sub>3</sub> , _x000D_1-[(2-Pyridyl)methyl]piperazine,≥95% | ≥95%,954.00 | 2129.00,954.00 | 2129.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853615-1g |  D853615-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>91-93°C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
D853645 1-(3-吡啶基)-1-丙胺二盐酸盐 ≥97%, ,1228879-41-1,C<sub>8</sub>H<sub>14</sub>Cl<sub>2</sub>N<sub>2</sub> , _x000D_1-(3-Pyridyl)-1-propylamine Dihydrochloride,≥97% | ≥97%,903.00 | 2322.00,903.00 | 2322.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853645-250mg |  D853645-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
D853613 1-(4-吡啶甲基)哌嗪 ≥97%, ,62089-74-1,C<sub>10</sub>H<sub>15</sub>N<sub>3</sub> , _x000D_1-(4-Pyridylmethyl)piperazine,≥97% | ≥97%,774.00 | 2001.00,774.00 | 2001.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853613-1g |  D853613-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>68°C/0.2mmHg(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
D853634 1-Boc-4-(2-吡啶基氧基)哌啶 95%, ,313490-35-6,C<sub>15</sub>H<sub>22</sub>N<sub>2</sub>O<sub>3</sub> , _x000D_1-Boc-4-(2-pyridyloxy)piperidine,95% | 95%,2193.00 | 6941.00,2193.00 | 6941.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853634-1g |  D853634-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
D853622 1-环丙基-13-二氢咪唑并[45-c]吡啶-2-酮 ≥97%, ,380605-29-8,C<sub>9</sub>H<sub>9</sub>N<sub>3</sub>O , _x000D_1-Cyclopropyl-13-dihydroimidazo[45-c]pyridine-2-one,≥97% | ≥97%,3486.00 | 10845.00,3486.00 | 10845.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853622-1g |  D853622-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
D853673 1-甲基-4567-四氢-1H-咪唑并[45-c]吡啶 95%, ,87673-88-9,C<sub>7</sub>H<sub>11</sub>N<sub>3</sub> , _x000D_1-Methyl-4567-tetrahydro-1H-imidazo[45-c]pyridine,95%,2580.00,2580.00,预计交期：8~10个工作日, D853673-250mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
D853638 1-甲基-5-硝基-2(1H)-吡啶酮 ≥97%, ,32896-90-5,C<sub>6</sub>H<sub>6</sub>N<sub>2</sub>O<sub>3</sub> , _x000D_1-Methyl-5-nitro-2(1H)-pyridinone,≥97% | ≥97%,2324.00 | 6713.00,2324.00 | 6713.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853638-1g |  D853638-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
L812437 23-二甲吡啶 98%,23-二甲吡啶 ;23-二甲基吡啶 ,583-61-9,C<sub>7</sub>H<sub>9</sub>N , 23-Lutidine,98% | 98% | 98%,138.00 | 390.00 | 1747.00,138.00 | 390.00 | 1747.00,现货 | 预计交期：5~7个工作日 | 预计交期：5~7个工作日, L812437-25ml |  L812437-100ml |  L812437-500ml,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">折光率:</th>                    <td>n20/D 1.508(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>−15 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>162-163 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff" id="itmdet-baseCnt-formula"><th width="100">密度:</th>                    <td>0.945 g/mL at 25 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">闪点:</th>                    <td>122 °F</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温易燃物区域密封</td>                </tr></table>
D853626 24-二溴-3-硝基吡啶 ≥97%, ,121263-10-3,C<sub>5</sub>H<sub>2</sub>Br<sub>2</sub>N<sub>2</sub>O<sub>2</sub> , _x000D_24-Dibromo-3-nitropyridine,≥97% | ≥97%,1162.00 | 3021.00,1162.00 | 3021.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853626-250mg |  D853626-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
L812438 24-二甲基吡啶 97%,24-二甲基吡啶 ;24-二甲基氮杂苯 24-卢剔啶 ,108-47-4,C<sub>7</sub>H<sub>9</sub>N , 24-Lutidine,97% | 97% | 97%,121.00 | 412.00 | 1228.00,121.00 | 412.00 | 1228.00,现货 | 预计交期：8~10个工作日 | 现货, L812438-25ml |  L812438-100ml |  L812438-500ml,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">折光率:</th>                    <td>n20/D 1.499(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>-60 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>159 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff" id="itmdet-baseCnt-formula"><th width="100">密度:</th>                    <td>0.927 g/mL at 25 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">闪点:</th>                    <td>47°C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温易燃物区域密封</td>                </tr></table>
L812487 25-二甲基吡啶 98%,25-二甲基吡啶 ;25-二甲基氮杂苯 ,589-93-5,C<sub>7</sub>H<sub>9</sub>N , 25-Lutidine,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">折光率:</th>                    <td>n20/D 1.499(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>−15 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>157 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff" id="itmdet-baseCnt-formula"><th width="100">密度:</th>                    <td>0.926 g/mL at 25 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">闪点:</th>                    <td>48°C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温易燃物区域干燥</td>                </tr></table>
D853636 25-二苯基-4-甲基吡啶 ≥97%, ,156021-08-8,C<sub>18</sub>H<sub>15</sub>N , _x000D_4-Methyl-25-diphenylpyridine,≥97% | ≥97%,903.00 | 2193.00,903.00 | 2193.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853636-250mg |  D853636-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
D853644 26-二氯-4-溴吡啶 97%, ,98027-80-6,C<sub>5</sub>H<sub>2</sub>BrCl<sub>2</sub>N , _x000D_4-Bromo-26-dichloropyridine,97% | 97%,1238.00 | 3741.00,1238.00 | 3741.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853644-1g |  D853644-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
B803943 26-双(2-苯并咪唑基)吡啶 98%,22'-(26-吡啶二基)双(苯并咪唑) ,28020-73-7,C<sub>19</sub>H<sub>13</sub>N<sub>5</sub> , 26-Bis(2-benzimidazolyl)pyridine,98% | 98%,528.00 | 2078.00,528.00 | 2078.00,预计交期：8~10个工作日 | 现货, B803943-1g |  B803943-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>&gt;300 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">颜色:</th>                    <td>白色到米黄色到黄色 粉末 FIBERS 晶体</td>                </tr></table>
B803098 26-双[<i>4R</i>-4-苯基-2-噁唑啉基]吡啶 98%,(RR)-26-双(4-苯基-2-恶唑啉-2-基)吡啶 ,128249-70-7,C<sub>23</sub>H<sub>19</sub>N<sub>3</sub>O<sub>2</sub> , 26-Bis[<i>4R</i>-4-phenyl-2-oxazolinyl]pyridine,98% | 98%,712.00 | 2257.00,712.00 | 2257.00,现货 | 现货, B803098-250mg |  B803098-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>171-175 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">颜色:</th>                    <td>白色到棕色 粉末</td>                </tr></table>
B803099 26-双[<i>4S</i>-4-苯基-2-噁唑啉基]吡啶 98%,(SS)-26-双(4-苯基-2-恶唑啉-2-基)吡啶 ,174500-20-0,C<sub>23</sub>H<sub>19</sub>N<sub>3</sub>O<sub>2</sub> , 26-Bis[<i>4S</i>-4-phenyl-2-oxazolinyl]pyridine,98%,698.00,698.00,现货, B803099-250mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>171-175 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">颜色:</th>                    <td>白色到灰白色 粉末</td>                </tr></table>
H823735 2-(1H-124-三唑-3-基)吡啶 98%, ,23195-62-2,C<sub>7</sub>H<sub>6N<sub>4</sub> </sub>, 2-(1H-124-Triazol-3-yl)pyridine,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>157-162℃</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>150°C/0.4mmHg</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
D853639 2-(2-吡啶基氧基)乙胺 ≥97%, ,29450-07-5,C<sub>7</sub>H<sub>10</sub>N<sub>2</sub>O , _x000D_2-(2-Pyridyloxy)ethanamine,≥97% | ≥97%,903.00 | 2194.00,903.00 | 2194.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853639-250mg |  D853639-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
B823705 12-双(4'-甲基-22'-联吡啶-4-基)乙烷 96%, ,96897-04-0,C<sub>24</sub>H<sub>22</sub>N<sub>4</sub> , 12-Bis(4'-methyl-22'-bipyridin-4-yl)ethane,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
B823687 22'-二辛可宁酸二钾盐水合物 98%, ,63451-34-3,C<sub>20</sub>H<sub>10</sub>K<sub>2</sub>N<sub>2</sub>O<sub>4</sub>·xH<sub>2</sub>O , 22'-Bicinchoninic Acid Dipotassium Salt,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>&gt;300ºC(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>626.2ºC at 760 mmHg</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">闪点:</th>                    <td>332.5ºC</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
