D853276 (+)-双[(R)-1-苯乙基]胺 ≥97%, ,23294-41-9,C<sub>16</sub>H<sub>19</sub>N , _x000D_(+)-Bis[(R)-1-phenylethyl]amine,≥97% | ≥97%,567.00 | 1935.00,567.00 | 1935.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853276-1g |  D853276-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>86 °C/0.05 mmHg(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff" id="itmdet-baseCnt-formula"><th width="100">密度:</th>                    <td>0.985(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">闪点:</th>                    <td>113°C(235°F)(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
S818426 (+)-鹰爪豆碱 98.0%,鹰爪豆碱 ,492-08-0,C<sub>15</sub>H<sub>26</sub>N<sub>2</sub> , Sparteine,98.0% | 98.0%,256.00 | 1980.00,256.00 | 1980.00,现货 | 现货, S818426-100mg |  S818426-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>201℃</td>                </tr><tr style="BACKGROUND-COLOR: #fff" id="itmdet-baseCnt-formula"><th width="100">密度:</th>                    <td>1.08</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
S813769 (-)22'-亚甲基双(3α8α-二氢-8H-茚并[12--d]噁唑 98%,(-)22′-亚甲基双(3α8α-二氢-8H-茚并[12--d]噁唑 ,175166-49-1,C<sub>21</sub>H<sub>18</sub>N<sub>2</sub>O<sub>2</sub> , [3aS-[2(3'aR*8'aS*)3'aα8'aα]]-(-)-22'-Methylenebis[3a8a-dihydro-8H-indeno[12-d]oxazole],98%,498.00,498.00,现货, S813769-250mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">折光率:</th>                    <td>-360 ° (C=1 CH2Cl2)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>224 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8°C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">颜色:</th>                    <td>白色到灰白色 粉末 或 晶体</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">产品描述:</th>                    <td><br/></td>                </tr></table>
D853467 (11-二甲基-2-甲氧基乙基)胺 ≥97%, ,20719-68-0,C<sub>5</sub>H<sub>13</sub>NO , _x000D_(2-Methoxy-11-dimethylethyl)amine,≥97% | ≥97%,3096.00 | 10322.00,3096.00 | 10322.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853467-1g |  D853467-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
D853526 (11-二甲基-2-甲氧基乙基)胺盐酸盐 ≥97%, ,251660-96-5,C<sub>5</sub>H<sub>14</sub>ClNO , _x000D_(2-Methoxy-11-dimethylethyl)amine Hydrochloride,≥97% | ≥97%,774.00 | 1754.00,774.00 | 1754.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853526-250mg |  D853526-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
D823683 (11-二苯基-1-丙烯-2-基)二环己基膦 90%, ,384842-24-4,C<sub>27</sub>H<sub>35</sub>P , Dicyclohexyl(11-diphenyl-1-propen-2-yl)phosphine,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8℃</td>                </tr></table>
D823681 (1-甲基-22-二苯基环丙基)二叔丁基膦 97%, ,742103-27-1,C<sub>24</sub>H<sub>33</sub>P , Di-tert-butyl(1-methyl-22-diphenylcyclopropyl)phosphine,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8℃</td>                </tr></table>
D823682 (1-甲基-22-二苯基环丙基)二环己基膦 95%, ,1023330-38-2,C<sub>28</sub>H<sub>37</sub>P , Dicyclohexyl(1-methyl-22-diphenylcyclopropyl)phosphine,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8℃</td>                </tr></table>
D853050 (1-苯基环丙基)甲胺盐酸盐 ≥97%, ,935-43-3,C<sub>10</sub>H<sub>14</sub>ClN , _x000D_(1-Phenylcyclopropyl)methylamine Hydrochloride,≥97% | ≥97%,774.00 | 1754.00,774.00 | 1754.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853050-250mg |  D853050-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
D853448 (1R2R)-NN'-二甲基-12-环己二胺双盐酸盐 ≥97%, ,70708-33-7,C<sub>8</sub>H<sub>20</sub>Cl<sub>2</sub>N<sub>2</sub> , _x000D_(1R2R)-NN’-Dimethyl-12-cyclohexanediamine Dihydrochloride,≥97% | ≥97%,593.00 | 1548.00,593.00 | 1548.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853448-1g |  D853448-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
R803598 (1R2R4R5R)-25-双(35-二叔丁基-2-羟基苯亚甲基氨基)双环[2.2.1]庚烷 98.0%,22'-[(1R2R4R5R)-双环[2.2.1]庚烷-25-二基双(次氨基甲基)]双(46-二叔丁基苯酚) ,539834-19-0,C<sub>37</sub>H<sub>54</sub>N<sub>2</sub>O<sub>2</sub> , (1R2R4R5R)-25-Bis(35-di-<i>tert</i>-butyl-2-hydroxybenzylideneamino)bicyclo[2.2.1]heptane,98.0%,3141.00,3141.00,预计交期：8~10个工作日, R803598-100mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
D853203 (1R2S)-1-(Boc-氨基)-2-氨基环戊烷 ≥95%, ,721395-15-9,C<sub>10</sub>H<sub>20</sub>N<sub>2</sub>O<sub>2</sub> , _x000D_(1R2S)-2-Amino-1-(Boc-amino)cyclopentane,≥95% | ≥95%,1548.00 | 3845.00,1548.00 | 3845.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853203-250mg |  D853203-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温干燥</td>                </tr></table>
S803601 (1S2S4S5S)-25-双(35-二叔丁基-2-羟基苯亚甲基氨基)双环[2.2.1]庚烷 98.0%,22'-[(1S2S4S5S)-双环[2.2.1]庚烷-25-二基双(次氨基甲基)]双(46-二叔丁基苯酚) ,539834-16-7,C<sub>37</sub>H<sub>54</sub>N<sub>2</sub>O<sub>2</sub> , (1S2S4S5S)-25-Bis(35-di-<i>tert</i>-butyl-2-hydroxybenzylideneamino)bicyclo[2.2.1]heptane,98.0%,3078.00,3078.00,预计交期：8~10个工作日, S803601-100mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
R817328 (1<i>R</i>2<i>R</i>)-二[(2-甲氧基苯基)苯基磷]乙烷 97%,(RR)-DIPAMP(RR)-乙烯二[(2-甲氧基苯基)苯基膦] (RR)?-?12-?乙烷二基双[(2-?甲氧基苯基)?苯基膦] (RR)?-?12-?双[(2-?甲氧基苯基)?(苯基膦基)?]?乙烷 [(1R2R)?-?(-?)?-?双[(2-?甲氧基苯基)?苯基膦]?乙烷] ,55739-58-7,C<sub>28</sub>H<sub>28</sub>O<sub>2</sub>P<sub>2</sub> , (<i>R</i><i>R</i>)-DIPAMP,97% | 97%,598.00 | 1458.00,598.00 | 1458.00,现货 | 现货, R817328-100mg |  R817328-250mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">折光率:</th>                    <td>-85 ° (C=1 CHCl3)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>102-104 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
B822229 (2-溴苯基)二苯基膦 &gt;95.0%(GC),1-溴-2-(二苯基膦)苯 ,62336-24-7,C<sub>18</sub>H<sub>14</sub>BrP , (2-BROMOPHENYL)DIPHENYLPHOSPHIN,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>112-116 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">沸点:</th>                    <td>405ºC at 760 mmHg</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">闪点:</th>                    <td>198.8ºC</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8°C</td>                </tr></table>
R803604 (2R3R)-(-)-23-双(二苯基膦)双环[2.2.1]庚-5-烯 98.0%, ,71042-55-2,C<sub>31</sub>H<sub>28</sub>P<sub>2</sub> , (2R3R)-(-)-23-Bis(diphenylphosphino)bicyclo[2.2.1]hept-5-ene,98.0%,1746.00,1746.00,预计交期：8~10个工作日, R803604-100mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>120-125 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8°C</td>                </tr></table>
S803605 (2S3S)-(+)-23-双(二苯基膦基)双环[2.2.1]庚-5-烯 98.0%, ,71042-54-1,C<sub>31</sub>H<sub>28</sub>P<sub>2</sub> , (2S3S)-(+)-23-Bis(diphenylphosphino)bicyclo[2.2.1]hept-5-ene,98.0%,2267.00,2267.00,预计交期：8~10个工作日, S803605-100mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>120 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
S803602 (2S3S)-(-)-双(二苯基膦)丁烷 98%,(2S3S)-(-)-二(二苯基膦)丁烷(SS)-双(二苯基膦)丁烷(2S3S)-(-)-23-双(二苯基膦)丁烷 (SS)-手性膦 ,64896-28-2,C<sub>28</sub>H<sub>28</sub>P<sub>2</sub> , (2S3S)-(-)-Bis(diphenylphosphino)butane,98% | 98%,989.00 | 2878.00,989.00 | 2878.00,现货 | 预计交期：8~10个工作日, S803602-250mg |  S803602-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>104-109 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">颜色:</th>                    <td>白色 粉末 或 晶体 或 颗粒 或 FIBERS</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">产品描述:</th>                    <td><br/></td>                </tr></table>
O815299 (2<i>R</i>3<i>R</i>)-(-)-14-双(二苯基膦基)-23-O-异亚丙基-23-丁二醇 97%,(2R3R)-(-)-14-双(二苯基膦基)-23-O-异亚丙基-23-丁二醇 ,32305-98-9,C<sub>31</sub>H<sub>32</sub>O<sub>2</sub>P<sub>2</sub> , (-)-23-O-Isopropylidene-23-dihydroxy-14-bis(diphenylphosphino),97% | 97%,403.00 | 880.00,403.00 | 880.00,预计交期：5~7个工作日 | 预计交期：5~7个工作日, O815299-250mg |  O815299-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>88-90 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8°C干燥密封</td>                </tr></table>
O815300 (2<i>S</i>3<i>S</i>)-(+)-14-双(二苯基膦基)-23-O-异亚丙基-23-丁二醇 95%,(2S3S)-(+)-14-双(二苯基膦基)-23-O-异亚丙基-23-丁二醇 ,37002-48-5,C<sub>31</sub>H<sub>32</sub>O<sub>2</sub>P<sub>2</sub> , (+)-23-O-Isopropylidene-23-dihydroxy-14-bis(diphenylphosphino),95% | 95%,441.00 | 929.00,441.00 | 929.00,预计交期：5~7个工作日 | 现货, O815300-250mg |  O815300-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>86-88 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8°C干燥密封</td>                </tr></table>
R822263 (R)-(+)-44'-双(二苯基膦)-33'-二(12-亚甲基二氧苯) 99.0%(HPLC),(R)-(+)-55'-双(二苯基膦)-44'-二-13-苯并二茂 ,244261-66-3,C<sub>38</sub>H<sub>28</sub>O<sub>4</sub>P<sub>2</sub> , (R)-(+)-55'-Bis(diphenylphosphino)-44'-bi-13-benzodioxole,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>168-172ºC</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
R822226 (RR'')-22''-双(二苯基膦基)-11''-双二茂铁 98.0%(T), ,136274-57-2,C<sub>44</sub>H<sub>36</sub>Fe<sub>2</sub>P<sub>2</sub> , (RR'')-22''-Bis(diphenylphosphino)-11''-biferrocene,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
S822232 (S)-(-)- 55-双[二(35 -二甲苯基)膦基]-44- 二-1 3-苯并二氧杂环戊烯 95.0%(HPLC),(S)-(-)-44'-双[二(35-二甲苯基)膦]-33'-二(12-亚甲基二氧苯) ,210169-57-6,C<sub>46</sub>H<sub>44</sub>O<sub>4</sub>P<sub>2</sub> , (S)-(-)-55'-Bis[di(35-xylyl)phosphino]-44'-bi-13-benzodioxole,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>256-261ºC</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
S822262 (S)-(-)-55'-双(二苯基磷)-44'-二-13-苯并二氧 99.0%(HPLC),(S)-55'-双(二苯基膦)-44'-联苯并二恶茂 ,210169-54-3,C<sub>38</sub>H<sub>28</sub>O<sub>4</sub>P<sub>2</sub> , (S)-(-)-55'-Bis(diphenylphosphino)-44'-bi-13-benzodioxole,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
S822224 (SS)-12-双[(叔丁基)甲基膦]乙烷合双硼烷 ,(SS)-12-双[(叔丁基)甲基三聚磷]乙烷二(硼) ,203000-48-0,C<sub>12</sub>H<sub>30</sub>B<sub>2</sub>P<sub>2</sub> , (SS)-12-BIS[(TERT-BUTYL)METHYLPHOSPHINO]ETHANE BIS(BORANE),,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8℃</td>                </tr></table>
S818240 (SS)-双[(2-甲氧基苯基)苯基磷]乙烷 97%,(SS)-双[(2-甲氧基苯基)苯基磷]乙烷 ,97858-62-3,C<sub>28</sub>H<sub>28</sub>P<sub>2</sub>O<sub>2</sub> , (SS)-DIPAMP,97% | 97%,689.00 | 1771.00,689.00 | 1771.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, S818240-100mg |  S818240-250mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">折光率:</th>                    <td>85 ° (C=1 CHCl3)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>102-103°C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
D853033 (SSS)-(+)-(35-二氧杂-4-膦杂环庚烷并[21-a:34-a']二萘-4-基)双(1-苯基乙基)胺 ≥95%, ,209482-27-9,C<sub>36</sub>H<sub>30</sub>NO<sub>2</sub>P , _x000D_(SSS)-(+)-(35-Dioxa-4-phosphacyclohepta[21-a:34-a’]dinaphthalen-4-yl)bis(1-phenylethyl)amine,≥95% | ≥95%,903.00 | 2064.00,903.00 | 2064.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853033-100mg |  D853033-250mg,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2-8°C</td>                </tr></table>
R802402 (<i>R</i>)-(+)-22'-双(二苯膦基)-11'-联萘 98%,(R)-(+)-22'-双(二苯膦基)-11'-联萘 ;R-(+)-11'-联萘-22'-双二苯膦R-联萘二苯磷 ,76189-55-4,C<sub>44</sub>H<sub>32</sub>P<sub>2</sub> , (<i>R</i>)-(+)-BINAP,98% | 98% | 98%,198.00 | 468.00 | 1968.00,198.00 | 468.00 | 1968.00,现货 | 预计交期：5~7个工作日 | 预计交期：5~7个工作日, R802402-1g |  R802402-5g |  R802402-25g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">折光率:</th>                    <td>235 ° (C=0.3 Toluene)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>283-286 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
R823293 (RR)-(−)-NN′-双(35-二叔丁基亚水杨基)-12-环已二胺 98%,(RR)-(−)-NN′-双(35-二叔丁基亚水杨基)-12-环已二胺 ;(RR)-雅可布逊配体 ,135616-40-9,C<sub>36</sub>H<sub>54</sub>N<sub>2</sub>O<sub>2</sub> , (RR)-(−)-NN′-Bis(35-di-tert-butylsalicylidene)-12-cyclohexanediamine,98% | 98%,298.00 | 1080.00,298.00 | 1080.00,预计交期：5~7个工作日 | 预计交期：5~7个工作日, R823293-1g |  R823293-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>205-207 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
R828470 (RR)-NN′-双(35-二-叔丁基亚水杨基)-12-环己二胺氯化铝 , ,250611-13-3,C<sub>36</sub>H<sub>52</sub>AlClN<sub>2</sub>O<sub>2</sub> , (RR)-NN′-Bis(35-di-tert-butylsalicylidene)-12-cyclohexanediaminoaluminum chloride, | ,350.00 | 1350.00,350.00 | 1350.00,预计交期：5~7个工作日 | 预计交期：5~7个工作日, R828470-1g |  R828470-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"/>
N823696 NN'-双(35-二叔丁基亚水杨基)-1122-四甲基乙二胺 98%, ,351498-10-7,C<sub>36</sub>H<sub>56</sub>N<sub>2</sub>O<sub>2</sub> , NN'-Bis(35-di-tert-butylsalicylidene)-1122-tetramethylethylenediamine,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>201.0 to 205.0 ℃</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8℃</td>                </tr></table>
N823693 NN'-双(亚水杨基)-12-丙二胺 98%, ,94-91-7,C<sub>17</sub>H<sub>18</sub>N<sub>2</sub>O<sub>2</sub> , NN'-Bis(salicylidene)-12-propanediamine,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>45.0 to 51.0 ℃</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8℃</td>                </tr></table>
N823692 NN'-双(亚水杨基)乙二胺 99%, ,94-93-9,C<sub>16</sub>H<sub>16</sub>N<sub>2</sub>O<sub>2</sub> , NN'-Bis(salicylidene)ethylenediamine,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8℃</td>                </tr></table>
N823698 NN'-双(水杨醛缩)-12-苯二胺 96%, ,3946-91-6,C<sub>20</sub>H<sub>16</sub>N<sub>2</sub>O<sub>2</sub> , NN'-Bis(salicylidene)-12-phenylenediamine,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8℃</td>                </tr></table>
N823694 NN-双(亚水杨基)-13-丙二胺 99%, ,120-70-7,C<sub>17</sub>H<sub>18</sub>N<sub>2</sub>O<sub>2</sub> , NN'-Bis(salicylidene)-13-propanediamine,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>50.0 to 54.0 ℃</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2~8℃</td>                </tr></table>
D853040 (2-叠氮基乙氧基)(叔丁基)二甲基硅烷 ≥95%, ,113274-21-8,C<sub>8</sub>H<sub>19</sub>N<sub>3</sub>OSi , _x000D_(2-Azidoethoxy)(tert-butyl)dimethylsilane,≥95% | ≥95%,2324.00 | 6197.00,2324.00 | 6197.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, D853040-1g |  D853040-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>2-8°C</td>                </tr></table>
M848913 (3-甲氧基苄基)三苯基氯化鏻 95%, ,18880-05-2,C<sub>26</sub>H<sub>24</sub>ClOP , (3-Methoxybenzyl)triphenylphosphonium chloride,95% | 95%,98.00 | 176.00,98.00 | 176.00,预计交期：5~7个工作日 | 预计交期：5~7个工作日, M848913-250mg |  M848913-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温惰性气体氛围</td>                </tr></table>
F844432 (4-氟苄基)三苯基氯化膦 95%, ,3462-95-1,C<sub>25</sub>H<sub>21</sub>ClFP , (4-Fluorobenzyl)triphenylphosphonium chloride,95% | 95%,146.00 | 351.00,146.00 | 351.00,预计交期：5~7个工作日 | 预计交期：5~7个工作日, F844432-250mg |  F844432-1g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>310-312°C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温惰性气体氛围</td>                </tr></table>
P823776 11'-(26-吡啶二基)双(3-甲基咪唑)二溴化物 98%, ,263874-05-1,C<sub>13</sub>H<sub>15</sub>Br<sub>2</sub>N<sub>5</sub> , 11'-(26-Pyridinediyl)bis(3-methylimidazolium) Dibromide,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
D823769 13 -二( 1-金刚烷基)咪唑啉鎓四氟硼酸盐 98%, ,1176202-63-3,C<sub>23</sub>H<sub>35</sub>BF<sub>4</sub>N<sub>2</sub> , 13-Di(1-adamantyl)imidazolinium Tetrafluoroborate,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
D823770 13 -二( 1-金刚烷基)咪唑鎓四氟硼酸盐 96%, ,286014-42-4,C<sub>23</sub>H<sub>33</sub>BF<sub>4</sub>N<sub>2</sub> , 13-Di(1-adamantyl)imidazolium Tetrafluoroborate,,,,,,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>277-282ºC</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
B803097 13 -双( 246 -三甲苯基)氯化咪唑鎓 97%,13 -双( 246 -三甲苯基)氯化咪唑鎓 ,173035-10-4,C<sub>21</sub>H<sub>27</sub>ClN<sub>2</sub> , 13-Bis(246-trimethylphenyl)imidazolinium chloride,97% | 97%,298.00 | 1228.00,298.00 | 1228.00,预计交期：5~7个工作日 | 现货, B803097-1g |  B803097-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>280-286 °C</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">颜色:</th>                    <td>白色到褐色 粉末</td>                </tr></table>
B803094 13-二(246-三甲基苯基)氯化咪唑 95%,13-二(246-三甲基苯基)氯化咪唑 ,141556-45-8,C<sub>21</sub>H<sub>25</sub>ClN<sub>2</sub> , 13-Bis(246-trimethylphenyl)imidazolium chloride,95% | 95%,488.00 | 1948.00,488.00 | 1948.00,预计交期：8~10个工作日 | 预计交期：8~10个工作日, B803094-1g |  B803094-5g,              <table class="productOverViewInfo" cellspacing="5" cellpadding="0" width="99%"><tr style="BACKGROUND-COLOR: #fff"><th width="100">熔点:</th>                    <td>&gt;300 °C(lit.)</td>                </tr><tr style="BACKGROUND-COLOR: #fff"><th width="100">储存条件:</th>                    <td>室温</td>                </tr></table>
